Dates,DLF.NS Y,GODREJPROP.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of GODREJPROP.NS X,Effective Margin of DLF.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of DLF.NS X,Effective Investment of DLF.NS Y,Multiplier X,Multiplier Y
2023-10-23,532.9500122070312,1630.199951171875,2.0380210904504072,116.06696984814766,416.8830423588836,,0.828839899789233,,,,,,,,,,,,,,,
2023-10-25,530.1500244140625,1582.0,2.044064992540888,116.75156497265704,413.3984594414055,,0.8313597096216603,,,,,,,,,,,,,,,
2023-10-26,522.2999877929688,1576.8499755859375,1.900143745496136,108.76265694048108,413.5373308524877,,0.8457501339847394,,,,,,,,,,,,,,,
2023-10-27,536.1500244140625,1602.199951171875,2.08563985475164,119.80129458614611,416.3487298279164,,0.869034063403409,,,,,,,,,,,,,,,
2023-10-30,554.4500122070312,1639.3499755859375,2.322511301078247,133.96678136880462,420.4832308382266,,0.908327049632626,,,,,,,,,,,,,,,
2023-10-31,563.5,1659.6500244140625,2.419825968301593,140.22487731418323,423.2751226858168,,0.9345165371281264,,,,,,,,,,,,,,,
2023-11-01,574.8499755859375,1664.25,2.577026952436262,150.20411513304254,424.64586045289496,,0.950661877566968,,,,,,,,,,,,,,,
2023-11-02,577.9000244140625,1716.0,2.510480206272322,147.05057904639773,430.8494453676648,,0.9454451598323464,,,,,,,,,,,,,,,
2023-11-03,595.8499755859375,1784.4000244140625,2.6592258170926457,156.61428217757168,439.2356934083658,,0.9528185505185746,,,,,,,,,,,,,,,
2023-11-06,592.0,1823.5,2.4839235844449896,146.8964901205814,445.1035098794186,,0.9444508662334322,,,,,,,,,,,,,,,
2023-11-07,592.4500122070312,1764.5999755859375,2.557911926476827,152.17951237316123,440.27049983387,,0.944383321897827,,,,,,,,,,,,,,,
2023-11-08,595.9000244140625,1773.0999755859375,2.5589046341446195,152.95918975249197,442.9408346615705,,0.9448443120531598,,,,,,,,,,,,,,,
2023-11-09,600.7000122070312,1815.25,2.5146740412906,150.91719526481563,449.7828169422156,,0.9443523361912928,,,,,,,,,,,,,,,
2023-11-10,606.0499877929688,1817.6500244140625,2.554191377105949,154.02244771420942,452.0275400787593,,0.9512758755080156,,,,,,,,,,,,,,,
2023-11-13,608.4000244140625,1821.449951171875,2.5408824611527834,153.94250634340926,454.4575180706533,,0.9523099187241012,,,,,,,,,,,,,,,
2023-11-15,622.0999755859375,1863.75,2.6286731764634963,159.921422470822,462.1785531151155,,0.9539865461851672,,,,,,,,,,,,,,,
2023-11-16,630.25,1853.300048828125,2.729806565514852,166.94303972292664,463.30696027707336,,0.957549769913464,,,,,,,,,,,,,,,
2023-11-17,631.1500244140625,1862.9000244140625,2.6679626955872098,163.82968687687787,467.3203375371846,,0.9309813465908068,,,,,,,,,,,,,,,
2023-11-20,626.25,1850.300048828125,2.562851034633572,157.89982257503533,468.3501774249647,,0.908574007587929,,,,,,,,,,,,,,,
2023-11-21,634.4500122070312,1890.8499755859373,2.545237612306506,157.0579368630036,477.39207534402766,,0.9208455078620688,,,,,,,,,,,,,,,
2023-11-22,632.5499877929688,1861.9000244140625,2.534123478215186,156.7694801226429,475.78050767032585,,0.9417534218901416,,,,,,,,,,,,,,,
2023-11-23,636.1500244140625,1852.3499755859373,2.56771503325082,159.3051587527636,476.8448656612989,,0.9528296102657928,,,,,,,,,,,,,,,
2023-11-24,629.3499755859375,1841.050048828125,2.443724348975234,152.0549116897347,477.2950638962028,,0.946355110979064,,,,,,,,,,,,,,,
2023-11-28,629.1500244140625,1839.5,2.4002938584673648,149.64039706880396,479.50962734525854,,0.9341626720387864,,,,,,,,,,,,,,,
2023-11-29,637.6500244140625,1840.0,2.488640006681781,155.4926071275753,482.1574172864872,,0.940825458417832,,,,,,,,,,,,,,,
2023-11-30,625.8499755859375,1876.699951171875,2.154603829850357,134.6084751996117,491.2415003863258,,0.8499227483860035,,,,,,,,,,,,,,,
2023-12-01,629.25,1872.6500244140625,2.1771946321112705,136.14867234623944,493.10132765376056,,0.8725726563025411,,,,,,,,,,,,,,,
2023-12-04,649.25,1915.5999755859373,2.316585551589005,144.93275185644046,504.31724814355954,,0.8912690505823868,,,,,,,,,,,,,,,
2023-12-05,650.0999755859375,1907.5,2.301991126023082,144.1738509982498,505.9261245876877,,0.8773181229055087,,,,,,,,,,,,,,,
2023-12-06,652.9500122070312,1936.699951171875,2.199737580116062,137.80716696736454,515.1428452396667,,0.8716434329276059,,,,,,,,,,,,,,,
2023-12-07,648.5999755859375,1935.8499755859373,2.079949985340847,130.3230150993793,518.2769604865582,,0.859334747705982,,,,,,,,,,,,,,,
2023-12-08,649.9000244140625,1930.1500244140625,2.066147065337876,129.440616110861,520.4594083032015,,0.8088573860839074,,,,,,,,,,,,,,,
2023-12-11,667.0999755859375,1923.949951171875,2.306787288727832,144.70601632396415,522.3939592619734,,0.866081655993221,,,,,,,,,,,,,,,
2023-12-12,662.5999755859375,1899.0,2.27132253558517,142.63263041510322,519.9673451708343,,0.8324322787594494,,,,,,,,,,,,,,,
2023-12-13,673.75,1934.0999755859373,2.2728602996755147,142.79867503471894,530.9513249652811,,0.8254781546920502,,,,,,,,,,,,,,,
2023-12-14,699.5,2061.449951171875,2.157552471409556,135.1941076002821,564.3058923997179,,0.8079224039810389,,,,,,,,,,,,,,,
2023-12-15,705.2999877929688,2052.10009765625,2.223437776554225,139.42767711697277,565.872310675996,,0.8083975407942923,,,,,,,,,,,,,,,
2023-12-18,697.0999755859375,1988.8499755859373,2.278500595925479,143.1260354750234,553.9739401109141,,0.8033033532466924,,,,,,,,,,,,,,,
2023-12-19,698.0499877929688,1976.5999755859373,2.2863981714408617,143.68063112044592,554.3693566725228,,0.7835810120497682,,,,,,,,,,,,,,,
2023-12-20,675.3499755859375,1890.699951171875,2.22674642525936,140.19280668485305,535.1571689010844,,0.7387685321055355,,,,,,,,,,,,,,,
2023-12-21,692.9000244140625,1957.699951171875,2.185684043670596,137.42254514498984,555.4774792690727,,0.7171078698527901,,,,,,,,,,,,,,,
2023-12-22,715.9500122070312,1971.699951171875,2.4379144045804706,153.3682087115278,562.5818034955034,,0.7510463839125097,,,,,,,,,,,,,,,
2023-12-26,714.8499755859375,1983.699951171875,2.3149207157536376,145.59293008489362,569.2570455010439,,0.6988017846576443,,,,,,,,,,,,,,,
2023-12-27,720.4500122070312,2005.3499755859373,2.2556905312141877,141.71551491914,578.7344972878913,,0.6433842445973241,,,,,,,,,,,,,,,
2023-12-28,728.6500244140625,1996.75,2.36589836616078,148.6474673695152,580.0025570445473,,0.662926505995552,,,,,,,,,,,,,,,
2023-12-29,726.4000244140625,2013.3499755859373,2.198081218052679,137.84093275969713,588.5590916543654,,0.5390191612715148,,,,,,,,,,,,,,,
2024-01-01,723.5999755859375,2002.050048828125,2.1510210357156967,134.68611266029927,588.9138629256382,,0.5259450336946981,,,,,,,,,,,,,,,
2024-01-02,713.8499755859375,2016.0,1.8780007413932371,117.1702166604208,596.6797589255167,,0.4015674499330038,,,,,,,,,,,,,,,
2024-01-03,715.6500244140625,2052.35009765625,1.681011251347156,104.364413650875,611.2856107631875,,0.2848254629055633,,,,,,,,,,,,,,,
2024-01-04,761.4000244140625,2216.14990234375,1.548424243050686,95.31770009333616,666.0823243207263,,0.5148499620403353,,,,,,,,,,,,,,,
2024-01-05,752.9500122070312,2244.300048828125,1.2034580011953755,73.59815496893634,679.3518572380949,,0.4710630540152114,,,,,,,,,,,,,,,
2024-01-08,759.2999877929688,2161.300048828125,1.6685979412527598,101.82200554047142,657.4779822524973,,0.3810438487917619,,,,,,,,,,,,,,,
2024-01-09,789.5999755859375,2241.0,1.6697001196623462,101.134151042584,688.4658245433535,,0.6091468831586182,,,,,,,,,,,,,,,
2024-01-10,796.0499877929688,2210.89990234375,1.861563288324783,112.30467798842515,683.7453098045436,,0.7830397549965408,,,,,,,,,,,,,,,
2024-01-11,797.4500122070312,2248.800048828125,1.5987938003195084,95.7071032435623,701.742908963469,,0.7275043824708216,,,,,,,,,,,,,,,
2024-01-12,800.5499877929688,2273.800048828125,1.4315118534236917,84.98922557185892,715.5607622211098,,0.7362537840545242,,,,,,,,,,,,,,,
2024-01-15,805.4000244140625,2311.35009765625,1.2255454300267423,72.10972490840481,733.2902995056577,,0.5736565033786195,,,,,,,,,,,,,,,
2024-01-16,786.8499755859375,2304.14990234375,0.898567195131207,52.52721413094139,734.3227614549961,,0.4578289185830769,,,,,,,,,,,,,,,
2024-01-17,775.2999877929688,2318.89990234375,0.5613044281273825,32.53255630600859,742.7674314869602,,0.4497812024885057,,,,,,,,,,,,,,,
2024-01-18,775.4500122070312,2315.60009765625,0.5421083529780005,31.19500923496571,744.2550029720655,,0.5287796190040194,,,,,,,,,,,,,,,
2024-01-19,785.5499877929688,2343.39990234375,0.5151065715933347,29.473497872982197,756.0764899199866,,0.2725836106606446,,,,,,,,,,,,,,,
2024-01-23,739.2999877929688,2268.949951171875,0.1606768270522229,9.17312022225201,730.1268675707167,,0.4792908736918071,,,,,,,,,,,,,,,
2024-01-24,747.4000244140625,2266.39990234375,0.3017832524606762,17.162910238700988,730.2371141753615,,0.3442346285418602,,,,,,,,,,,,,,,
2024-01-25,758.6500244140625,2326.89990234375,0.0972318076425704,5.497672368807116,753.1523520452554,,0.3579447823137329,,,,,,,,,,,,,,,
2024-01-29,767.3499755859375,2430.39990234375,-0.4296902152061764,-24.093449296156223,791.4434248820937,0.0,0.1150240393003589,,,,,,,,,,,,,,,
2024-01-30,786.9000244140625,2373.14990234375,0.2658338707402675,14.856615585197233,772.0434088288653,,0.0463620209088112,,,,,,,,,,,,,,,
2024-01-31,802.5999755859375,2377.14990234375,0.4840244837529897,26.849401532025357,775.7505740539121,,0.1569078649454567,,,,,,,,,,,,,,,
2024-02-01,800.0499877929688,2355.10009765625,0.5591465155027605,30.926095117477075,769.1238926754917,,0.3413225161311622,,,,,,,,,,,,,,,
2024-02-02,791.4500122070312,2375.550048828125,0.2581580080964834,14.261720561172638,777.1882916458586,,0.2368051463725642,,,,,,,,,,,,,,,
2024-02-05,786.5999755859375,2322.85009765625,0.5065774538030079,27.96056297796258,758.6394126079749,,0.2455426010154407,,,,,,,,,,,,,,,
2024-02-06,797.3499755859375,2300.39990234375,0.8309541395663206,45.81086283810328,751.5391127478342,,0.2737784581441219,,,,,,,,,,,,,,,
2024-02-07,827.4500122070312,2294.60009765625,1.3845031164970698,76.31781988930936,751.1321923177219,,0.3113678684020968,,,,,,,,,,,,,,,
2024-02-08,830.8499755859375,2216.75,1.9319435005446552,106.77963367155144,724.0703419143861,,0.3859275702157346,,,,,,,,,,,,,,,
2024-02-09,834.4000244140625,2256.800048828125,1.6903677474837595,93.34147577905183,741.0585486350107,,0.3606143270635037,,,,,,,,,,,,,,,
2024-02-12,807.5999755859375,2259.14990234375,1.1677037221834496,64.40496957517348,743.195006010764,,0.2951414986330753,,,,,,,,,,,,,,,
2024-02-13,829.3499755859375,2279.14990234375,1.3967072554388835,76.89197862853689,752.4579969574006,,0.3812133789215285,,,,,,,,,,,,,,,
2024-02-14,843.7999877929688,2314.14990234375,1.3876932756350422,76.13339532910823,767.6665924638605,,0.2886500198107121,,,,,,,,,,,,,,,
2024-02-15,851.4000244140625,2283.60009765625,1.7038636087050083,93.28291909258904,758.1171053214734,,0.3200855243524452,,,,,,,,,,,,,,,
2024-02-16,863.2999877929688,2302.89990234375,1.7512923559031863,95.6651882363999,767.6347995565689,,0.1285969080993106,,,,,,,,,,,,,,,
2024-02-19,848.5999755859375,2280.14990234375,1.6133054988801263,87.7860436495863,760.8139319363512,,0.0794534998751874,,,,,,,,,,,,,,,
2024-02-20,863.9000244140625,2299.39990234375,1.728548763468959,93.5477508870357,770.3522735270268,,0.0932303928414856,,,,,,,,,,,,,,,
2024-02-21,886.8499755859375,2343.35009765625,1.8017069495330893,96.98929316068404,789.8606824252535,,0.2128958413034668,,,,,,,,,,,,,,,
2024-02-22,892.25,2387.39990234375,1.5530497613221028,83.34150172622185,808.9084982737782,,0.2434823705598798,,,,,,,,,,,,,,,
2024-02-23,899.25,2468.85009765625,1.0630048362960132,56.834679497114166,842.4153205028858,,0.1475516091532185,,,,,,,,,,,,,,,
2024-02-26,902.9000244140624,2462.60009765625,1.1513000936804392,61.40041034469914,841.4996140693634,,0.1360795862000559,,,,,,,,,,,,,,,
2024-02-27,916.4000244140624,2493.050048828125,1.152188489713058,61.22127715904617,855.1787472550163,,0.0790279753883448,,,,,,,,,,,,,,,
2024-02-28,899.0,2353.550048828125,1.8321809023147504,97.30156835899425,801.6984316410058,,0.295722360976176,,,,,,,,,,,,,,,
2024-02-29,901.2000122070312,2398.050048828125,1.513972596464284,80.12853266809839,821.0714795389329,,0.2892893801631959,,,,,,,,,,,,,,,
2024-03-01,909.9000244140624,2428.050048828125,1.427622502528314,75.43019306362646,834.469831350436,,0.2559619508623603,,,,,,,,,,,,,,,
2024-03-04,931.7999877929688,2492.050048828125,1.330932951878138,70.11923938152813,861.6807484114406,,0.2142036024269771,,,,,,,,,,,,,,,
2024-03-05,932.0499877929688,2485.85009765625,1.3563288149775503,71.30318548089804,860.7468023120707,,0.2257560863484359,,,,,,,,,,,,,,,
2024-03-06,922.7000122070312,2460.39990234375,1.3476533589354946,70.75920547360352,851.9408067334277,,0.1859918838175362,,,,,,,,,,,,,,,
2024-03-07,920.2999877929688,2465.449951171875,1.239662930265889,64.92961228440481,855.3703755085639,,0.1045098925486027,,,,,,,,,,,,,,,
2024-03-11,911.25,2421.14990234375,1.3867409367208237,72.49016108598744,838.7598389140126,,0.1370714946037441,,,,,,,,,,,,,,,
2024-03-12,864.4000244140625,2319.199951171875,1.267022256838497,66.15055826062712,798.2494661534354,,0.0971210632940423,,,,,,,,,,,,,,,
2024-03-13,830.1500244140625,2205.25,1.484473810293658,77.38904871333,752.7609757007325,,0.1176049420904463,,,,,,,,,,,,,,,
2024-03-14,840.6500244140625,2169.0,1.950468533847742,101.37285784144842,739.2771665726141,,0.1372473575659267,,,,,,,,,,,,,,,
2024-03-15,823.7000122070312,2218.25,1.2231718956463766,63.061425298473296,760.638586908558,,0.0497144829143456,,,,,,,,,,,,,,,
2024-03-18,836.25,2162.949951171875,1.889723208105914,97.127599607506,739.122400392494,,0.0941680571175538,,,,,,,,,,,,,,,
2024-03-19,823.0499877929688,2135.550048828125,1.8369273921093745,94.1297272615343,728.9202605314345,,0.074763126026119,,,,,,,,,,,,,,,
2024-03-20,825.9500122070312,2139.89990234375,1.843415489986778,94.08963529064611,731.8603769163851,,0.0468807262014649,,,,,,,,,,,,,,,
2024-03-21,857.7000122070312,2223.550048828125,1.7698913651645432,89.7275453285655,767.9724668784658,,0.034575334879569,,,,,,,,,,,,,,,
2024-03-22,865.9000244140625,2246.449951171875,1.727203564055078,86.95902124764211,778.9410031664204,,0.0394840348592508,,,,,,,,,,,,,,,
2024-03-26,873.4000244140625,2272.5,1.6426934080447786,82.16802861920041,791.2319957948621,,0.0285022060910724,,,,,,,,,,,,,,,
2024-03-27,880.5,2277.0,1.727851318649008,85.854812966297,794.645187033703,,0.0227012439978625,,,,,,,,,,,,,,,
2024-03-28,897.0,2300.10009765625,1.8445638614790116,90.98323927273292,806.0167607272671,,0.0200920588431338,,,,,,,,,,,,,,,
2024-04-01,948.25,2389.699951171875,2.091216911998828,102.34147301397296,845.908526986027,1.0,0.0293750209777886,,,,,,,,,,,,,,,
2024-04-02,934.8499755859376,2497.75,0.8638045066687754,41.79398456616423,893.0559910197733,,0.0364452498447407,,,,,,,,,,,,,,,
2024-04-03,904.5499877929688,2401.75,1.06076579519708,50.96916224961603,853.5808255433527,,0.0434159797365778,,,,,,,,,,,,,,,
2024-04-04,888.2000122070312,2409.60009765625,0.6357855991616721,30.26275412203745,857.9372580849938,,0.0207527782813376,,,,,,,,,,,,,,,
2024-04-05,905.8499755859376,2500.35009765625,0.1811001876369167,8.534977520753046,897.3149980651845,,0.0143015219577338,,,,,,,,,,,,,,,
2024-04-08,918.25,2588.60009765625,-0.3644459613389509,-16.993823222530636,935.2438232225306,0.0,0.0077453291276352,,,,,,,,,,,,,,,
2024-04-09,910.6500244140624,2704.5,-1.582980545583687,-73.12681023882828,983.7768346528908,,0.0064752243092506,,,,,,,,,,,,,,,
2024-04-10,911.1500244140624,2656.199951171875,-1.1190459485711155,-51.43425902011416,962.5842834341768,,0.0017550083384169,,,,,,,,,,,,,,,
2024-04-12,908.5999755859376,2671.5,-1.3054976828685765,-59.66757213125925,968.2675477171967,,0.0026040564887349,,,,,,,,,,,,,,,
2024-04-15,885.0,2652.300048828125,-1.6285166144521792,-74.08976636561988,959.08976636562,,0.0092033765179398,,,,,,,,,,,,,,,
2024-04-16,875.5999755859375,2606.89990234375,-1.4009481489438755,-63.45809768539698,939.0580732713344,,0.0100520183320127,,,,,,,,,,,,,,,
2024-04-18,856.0499877929688,2537.60009765625,-1.18154687310089,-53.23636924713526,909.286357040104,,0.0134615714008373,,,,,,,,,,,,,,,
2024-04-19,855.6500244140625,2500.89990234375,-0.8472822672439478,-37.94434827033706,893.5943726843996,,0.0143411663045926,,,,,,,,,,,,,,,
2024-04-22,865.1500244140625,2503.25,-0.6593198543653291,-29.313924770546123,894.4639491846086,,0.0119177949896437,,,,,,,,,,,,,,,
2024-04-23,885.25,2535.800048828125,-0.5151292274188707,-22.7533222526356,908.0033222526356,,0.0061455611652037,,,,,,,,,,,,,,,
2024-04-24,893.5,2551.35009765625,-0.4803774256813967,-21.039725170246697,914.5397251702468,,0.0059609040044121,,,,,,,,,,,,,,,
2024-04-25,893.7999877929688,2571.35009765625,-0.6673247441984151,-28.99012411388526,922.790111906854,,0.0048773592970902,,,,,,,,,,,,,,,
2024-04-26,908.0,2634.800048828125,-0.9541569590638644,-41.0815901788435,949.0815901788436,,0.0046927597960348,,,,,,,,,,,,,,,
2024-04-29,886.0999755859375,2628.0,-1.3913835357112962,-59.46785486975386,945.5678304556914,,0.0019913725870116,,,,,,,,,,,,,,,
2024-04-30,891.8499755859375,2647.60009765625,-1.451588437050814,-61.34750810042783,953.1974836863652,,0.0029455587368397,,,,,,,,,,,,,,,
